Dokumentname,Code,Anfang,Ende,Segment
reflection_assignment_P4,Level 2 (b),3,3,"I didn’t necessarily find this assignment useful but that may be because of the approach I took on it. I used this  assignment as means of telling what I learned without going through the material all over again. This took me around  10 hours to complete, distributed in 3 days."
reflection_assignment_P5,Level 3,2,2,"As might be the case with other students, I do not happen to have a lot experience in real world  data science scenarios. During my courses with Tim Landgraf and Frank Noé the students learned  mathematically very complex models, and proceeded to use them on very well studied machine  learning problems. These problems are ”vacuum sealed” in a manner of speaking. They are for  students to practice on, and do not impact the outside world.  This has made my personal data science practices different than what I imagine them to be  out there in the ”real world”."
reflection_assignment_P5,Level 3,2,2,"My data science context has been to learn the complex models and  to pass the assignments and exams. As such, I never had to worry about people being impacted  about my decisions. The only thing affected by my questionable decision not to document my  code properly would be my sanity at some point down the line."
reflection_assignment_P5,Level 3,2,2,"This has possibly lead me to neglect some parts of my data science practices, namely everything  revolving around humans. This is possibly a sub-optimal entry scenario for this course, as one  usually learns how to improve one’s behaviour better when one has encountered certain problems  before, as opposed to being taught dogmatically how to get it right from the get go."
reflection_assignment_P5,Level 2 (b),2,2,"At the very beginning of the course, when the classroom was still packed, I did not yet understand  what the goal of the course was. I came in with the expectation that this was going to be your  average ethics course. This thought was born out of the fact that the data science students are  getting this course credited as if it was an ethics course. It was only much later and thanks to  fruitful discussions with XXX that I comprehended that the course is about teaching ways to bring  the human user - possibly a lay user - back into the core of a machine learning application. Fairness  and ethics of course being an important part of this, but only a piece of the puzzle nonetheless."
reflection_assignment_P5,Level 2 (a),2,2,"The course was structured around a framework of concepts, which we would define and discuss 
with examples. The most important ones to me I listed in the Keywords section, but will repeat 
here: Reproducibility, Fairness, Interpretability, Explanability, User-Needs.  
"
reflection_assignment_P5,Level 3,2,2,"At this point I have to be a little critical. In my opinion the way to present some of these concepts  was too rigid, and the examples were not relatable to me. I understand that when one has worked  with these concept for years they seem like second nature. However, for me personally a big and  drawn out definition is not very memorable. By the time we reached the end of the definition I  had already forgotten the beginning. I would have preferred the concepts to have been presented  in a more dynamic way. I would have understood the concepts better if they had been taught  from a ”in the shoes of a professional with a specific problem” perspective, and then we could  have developed the concepts together, with some guidance."
reflection_assignment_P5,Level 4,3,3,"Despite this, I still managed to absorb some valuable takeaways. The main one being to doc-ument every single step of the data science pipeline. Document the dataset, document the steps  required to reach a conclusion so that others can reproduce the results. Document the statistical  analysis carried out to asses the fairness of a model. Document the model used and how to inter-pret it. Should interpretation not inherently be possible, provide a local approximation to at least  give an intuition of an interpretation. Document how to explain your model to yourself and your  peers, and to the end users. Document if and how your work can be used by other users to work  on their own problems. 
The consequences are that both the expert and the lay user will be able to work with the data  science model much better on every step of the pipeline. Additionally members of society affected  by these decision can understand the machine learning process better, and protest decisions that  they deem wrong. 
There is, however, a downside to all of this. It takes massive amounts of time, effort and money  to do this and as such the experts doing this work often cut corners to the detriment of themselves,  but especially to the detriment of the lay users.  Additionally to parties not interested in the good of society, but rather their own bottom line,  this much transparency is not always desired. Whether this is justified or not is not a question  for this course, but perhaps more of a philosophical question."
reflection_assignment_P5,Level 2 (a),3,3,"Unfortunately, I had never looked into the human centered aspects of data science before, as such  I cannot relate my learning to any previous experiences. The first experiences I made were thus  with the exercises from the class."
reflection_assignment_P5,Level 2 (b),3,3,"Unfortunately once more, these experiences were mainly frustrating. I did not like the design of  the exercises, they seemed very detached from reality. This may be unavoidable, as reality is very 
difficult to neatly pack up into an exercise, yet still deeply unsatisfactory. I will allow myself some  honesty here: I despised both the case study reviews, as well as the programming assignments.  The case studies were terribly written and the discussion in the class turned out to be super 
hollow, as it was squeezed into the last five minutes.  
"
reflection_assignment_P5,Level 3,3,4,"The programming was worse, it soaked up massive amount of time on understanding how to  use a framework that I will likely never use again. Additionally, as XXX has already pointed out,  the German Credit Dataset was a bad choice for the course for many reasons. Here are two:  Firstly, the dataset is from before I was born, and there is no valid reason not to use a more  realistic dataset for this day and age. Secondly, it was impossible to train a good qualifier, and as such all the concepts from the  lecture could not really be applied. What good is it to explain, interpret, and test the fairness of  a really bad algorithm? Hence, the learning effect of the exercises was not what had I hoped it to 
be. "
reflection_assignment_P5,Level 2 (b),4,4,"Whether my views on bias, fairness and ethics have changed I cannot say with certainty. I  can only speculate that I already subconsciously had a solid moral compass, and don’t think my  fundamental views on these matters have changed much"
reflection_assignment_P5,Level 3,4,4,"On a more uplifting note, I do think that the course has brought these important concepts to  the forefront of my mind. So hopefully when I do get hired at a major company - I have no plans  to work at a university, startup, etc. - I can be more mindful of when things are not going in the  right direction, and implement the concepts into my workflow to improve my models."
reflection_assignment_P5,Level 3,4,4,"Here we enter the realm of pure speculation. 
Let’s assume that I end up working in the software department of some large company. I hope to  be in a position, where I work on a specific technical aspect of a company project. For example if  the company I work in has a database of customers, one job would be to help optimize the database,  such that queries work faster. The consequence would be that customers possibly receive faster,  better service. 
Assuming I did end up carrying large responsibility with my decisions over consequences for  people, I would try to be as fair and unbiased as I possibly could. I would perform a thorough  statistical analysis of whether my product was fair, and would try to be as transparent as possible  with the customers, so they can understand the decision. If they require explanations, I would  make sure they have access to quality documentation, as well as support from my company.  The stakeholders have a right to understand what, why, and how my product is doing what it’s 
doing, and what the consequences are. I think these improved practices go a long way in achieving  that goal.  
"
reflection_assignment_P5,Level 2 (a),4,4,"In conclusion the course - which I always attended except on the last week - made me more 
mindful of many important concepts putting the human in the center of the data science pipeline."
reflection_assignment_P5,Level 2 (b),4,4,"I spent the best part of a day on this exercise and think it useful to look back on what we have  done in the course, the good as well as the bad. This reinforces the concepts. Reflection is a tool  that I value in my daily life, and this is no exception."
reflection_assignment_P6,Level 1,1,1,"Before taking the Human Centered Data Science 22 course, I had more than two years of industry   experience as a Machine Learning Engineer in a phishing detection firm. Further, I took several   data science courses in my bachelor’s, like Pattern Recognition, Information Retrieval, Image   processing, and Computation Intelligence, which were particularly focused on learning Data   Science (DS) algorithms. I did several DS projects in the past related to the cyber security   industry, biomedical industry, and traditional image processing. Even in my ongoing master’s   degree, I have already taken the Machine Learning for Data Science course in my first semester.   The reason why I am mentioning all of these is that readers can get an idea regarding my profile   and can confidently assume that I have moderate exposure to the DS life cycle  
"
reflection_assignment_P6,Level 1,1,1,"Let’s start with my bachelor’s thesis, the primary goal of this project was to classify malware   families. BIG 2015 malware data set was used in this project in which two non-executable files   were present against each malware, one was a byte file, and another was ASM (assembly code)   file. Features were extracted from byte files using Convolutional Neural Network (CNN), and   discriminative opcode (operation code) features were selected from ASM files using a wrapper-based mechanism, where SVM was used as a classifier. Finally, the hybrid feature space was   used to train a multilayer perceptron (MLP), which classified all the nine different malware families   with good accuracy. One of the challenges that I faced during this project was the data was highly   unbalanced, and one class had a low number of samples i.e., 34 as compared to other classes   having an average of 1000 samples. And we resolved this by giving extra error weightage to the   low sample class."
reflection_assignment_P6,Level 1,1,1,"After my bachelor's degree, I got a job in a Phishing Detection company where I worked as an   Associate Machine Learning Engineer in the Data Science Team. The company had its detection   software which they sell to the customers. Their detection software monitors all the in-going and   out-going traffic of the customers, and whenever the user landed on a malicious website, the   software blocks the web link or warns the customers. During my tenure in this job, my   responsibility was to enhance their zero-day phishing detection rate; which itself was a very broad   problem. We design multiple classifiers to cater to this problem focusing on some specific website   categories, just for example one classifier for Microsoft login pages and another one for   cryptocurrency fraud webpages. And the data we received for training the machine learning   models are customers' opened websites, and the annotator team labels the websites and provides   clean data to the machine learning engineer. And according to the company’s privacy policy, the   data we got for models were without a single bit of customer information (i.e., IP address)."
reflection_assignment_P6,Level 3,2,2,"And another interesting project that I recently did was a segmentation of the skin lesions in the   winter term 21/22 during my Introduction to the Profile Areas (Data Science) course. The problem   we faced in this project was that the dataset images contain skin black hairs, which our models   classify as a lesion region too. Our models were only learning the dark colors to classify lesions.   But now, after taking the Human Centered course, I can wonder how bad this classification was,   and we’ll surely talk about this in the later phase 3 as well."
reflection_assignment_P6,Level 2 (a),2,2,"Without any doubt, I am truly grateful that I found this Human Centered Data Science course in   my course bucket. Besides this, I have learned a lot in this subject, and it has changed my views   on the different aspects of Data Science starting from the collection of the dataset for machine   learning models to the delivery of the projects to customers or clients."
reflection_assignment_P6,Level 3,2,2,"This subject has shaped my views on the ethical perspective of any project. Like, I read these   articles at the very start of my journey towards DS having titles starting from AI is bad,   Autonomous weapons use advanced AI to kill humans, People are losing jobs due to AI and et   cetera, et cetera. Now, I know where the problem starts; people need to write some code of   ethics before doing any project, like will these Autonomous weapons only use against terrorists?   or someone can also use them in warzones, hence killing innocent people. And if somehow,   someone makes wrong use of the weapon, then who will be accountable?"
reflection_assignment_P6,Level 2 (b),2,2,"This subject also touches on the topic of reproducibility and licenses of scripts, which I already   knew from my previous job where we practice this like documenting each and everything on the   Confluence tool; so the new employee can easily understand everything. But yes, it’s a very   important topic.  
"
reflection_assignment_P6,Level 2 (b),2,2,"During the course, I also learned about biases and fairness. Before that, I had   just an overview of the term bias, and this course has introduced me to how it can affect the   entire outcome of the project by still giving good accuracy  
"
reflection_assignment_P6,Level 2 (a),2,2,"I have never studied explainable AI   (XI) before, this course not only highlighted it but also briefly explain how to show it to the   customers or end users, which has surely changed my thinking and ongoing practices methods"
reflection_assignment_P6,Level 3,2,2,"As I mentioned in the previous phase, this course has reshaped my decision-making toward   machine learning problems. Like I did this project on skin lesion segmentation in the previous   semester. The dataset was very clean, containing regions of infected skin, the only noise we   encounter was the skin black hair, and some dark shadow regions in some images, but in the   end, our model was able to do good segmentation with a good score. Now, after studying this   HCDS subject, I revisited the project and notice that the dataset we used only has images of   yellowish, light brown, and reddish skin color, not even a single image having the skin of black or   dark brown color. So, now I am thinking that the dataset is highly biased towards some skin colors   and not even practical in the real life. I know people/RESEARCHERS will still use these kinds of   datasets, do their extensive research, and maybe succeed to publish their work may be in a good   journal. But they are not solving any practical problems. I think we need to declare some good   ethics for preparing skin-related datasets. And this is the level of thinking that the HCDS course   has implanted into me."
reflection_assignment_P6,Level 3,3,3,"Recently, I got a job in berlin too as a Machine Learning Engineer. My previous employer was a   product base company, and I never had to face the clients directly. In contrast, my current   employer is a service-based company, where I’ll be engaged in projects with clients from   prototypes to continuous integration and delivery. And these new learnings will surely help me to   better deal with the client. Now, I know what I need to document regarding ethics and   accountability before taking on any project. I know biasness and protected attributes, which I’ll   surely use if get the chance to work on such datasets. During the prototypes phase, I’ll have the   understanding of when and which interpretability method to use and how deeper to go depending   on the technical knowledge of the clients, and will refrain them from making false assumptions   about the model. These new learnings will make my future project lifecycle more defined and   refined and have prepared me to visualize the problems from a totally different perspective."
reflection_assignment_P6,Level 2 (b),3,3,"I am very slow when it comes to writing, but it took me around 12 hours including brainstorming   and putting it on paper. I find this assignment very useful because it evaluated my new learning   about Human Centered Data Science. It made me confident that I am taking a lot from this course.   And I appreciate that the assignment itself was very long, but a proper timeframe was given   especially after the exam period.  
"
reflection_assignment_P7,Level 1,1,1,I aended the initial lectures and tutorials in human-centered data science and skipped the last few. For the last few  missed lectures I looked into the slides in order to complete my tutorial assignments. I aended all the interactive  classes for reection without skipping any.
reflection_assignment_P7,Level 2 (a),1,1,"At the beginning of the course I considered this course to be more theoretical focussing on just the principles in  data science and how it aects human interaction with the robots. However, practical exploration of the contents of  human-centered data science using the datasets in tutorials was a more engaging approach which I found quite useful.  
"
reflection_assignment_P7,Level 2 (a),1,1,During the assignments certain goals of the assignments were repetitive and few were slightly irrelevant to the  concepts of human-centered data science.
reflection_assignment_P7,Level 2 (b),1,1,"Various interactive sessions on reectiveness assignments was interesting as I was able to gather numerous interesting  opinions on the topic from the other students. I was also able to think out of the box due to the diversied answers on a 
topic."
reflection_assignment_P7,Level 3,1,1,Although human-centered data science provided the seeds for the ethical practices in the future I think before  entering into industrial practice all are obliged to comply with the rules of the legal documentation which states all the  concepts thought in the course. erefore it becomes repetitive in the future.
reflection_assignment_P7,Level 1,1,1,"A practice is always necessary and eventhough the industrial practices follow legal documentations before entering  into data science, years of hand on practice with ethical principles abiding by the human-centered data science will  surely come in handy in the future. erefore this course provides the foundation for certain practices in the near  future.  
"
reflection_assignment_P7,Level 1,1,1,Human centered data science is focussed on catering both human-centered perspectives as well as the data scientic  perspectives. e integration of both constitutes the best practices in data science precisely termed as human centered  data science
reflection_assignment_P7,Level 1,1,1,"Building, establishing and growing a data science practice takes various factors into consideration. Data Acquisition  is one of the main stages, where the data can be gathered from sources such as kaggle, github, google or any other  source. e data collected has to be of some meaning. ere shouldn’t be any meaningless data records. A proper  formulation of the question is important even before searching for data from any of the sources. Understanding the  dataset is extremely important to proceed with the workow."
reflection_assignment_P7,Level 1,2,2,"Pre-processing the dataset is the next important factor to work with the dataset. Replacing the missing values,  dropping unnecessary rows or columns are some of the major considerations which need to be addressed while  preprocessing the data"
reflection_assignment_P7,Level 1,2,2,Once the data is cleansed then we need to shi on to model selection. Choosing the best model  denes the purpose of data science. e entire success of the project depends on how we combine our model with that  of the dataset.
reflection_assignment_P7,Level 1,2,2,Finally validation is the next key step to improve the eciency of the model. ese practices are the common  approaches in data science.
reflection_assignment_P7,Level 1,2,2,Although these practices may seem simple once we begin working with the dataset there are several complications  which need to be handled with proper solution. While we try to understand the data we may nd that few of the  column names are completely irrelevant and we need to rename them for beer understanding.  e records in the dataset are not limited to any particular language. Especially when we are working with  Natural Language Processing(NLP) we may face a situation where language conversion is a must. If this is ignored  then proceeding with the dataset may result in misconception of certain details resulting in failure
reflection_assignment_P7,Level 1,2,2,"Stable working  environment with proper updated or suitable versions of libraries are important while working with the dataset.  Non-updated library versions may raise errors which tends to lag the time making it more demanding to work with.  Having a proper structured workow is the key in developing a successful data science project.  
"
reflection_assignment_P7,Level 2 (a),2,2,"erefore, when the steps of Data Acquisition, Data Pre-processing, Model Selection and Validation are practised  with perfection we may get beer results and the success rate is prey high."
reflection_assignment_P7,Level 2 (b),2,2,"Ethical considerations in human-centered data science are oen ignored as people may term it to be just a theoretical  fact. However, when we consider certain cases where a person gets wrongly accused of a crime which he/she never  commied just because a machine was biassed to the race then the actual question as to how crucial human-centered  data science turns out to be more useful.  One of the leading supply chain company which used AI for hiring employees found out that their system was  extremely biassed against women as the number of resumes obtained in the last ten years were mostly men. None  would have expected such a error by the AI system.  At times prediction of AI system started becoming more oensive as a major photo app termed a certained group of  people as gorillas. is created a revolt among certain group of people.  ese real life incidents made sure that human-centered data science is not an approach which is to be taken lightly"
reflection_assignment_P7,Level 2 (a),2,2,"All along, the data science practice was all about manipulation of data to acquire beer results but when we question  Why? Or What? We tend to stammer. Data science practice should be more human-centred. It needs to answer the  exploitation of society or how human interference brings a change to what we are dealing with.  
"
reflection_assignment_P7,Level 1,2,2,"Scaling up qualitative analysis, incorporating values and principles and highlighting the commonalities are few  factors which answers the question to why and what the data science practice actually plans to achieve.  
"
reflection_assignment_P7,Level 1,2,3,"When we are  working with datas we tend to ignore the existing bias. is may be gender or racial biases.  To be more specic, when we had to work with German credit data,the results obtained were more favourable  to male gender which clearly was a major gender bias. Such biases which were once ignored were starting to gain  aention. is practice of dealing with biases was dened as accountability.   
"
reflection_assignment_P7,Level 2 (a),3,3,"Transparency is another key consideration which denes how human interference can challenge the predictions  of the model. Evidence as to why the predictions are discriminated against must be provided by humans to ensure  fairness in computation. e violation of social context by the data-driven systems must be known in advance and  must be handled eectively  
"
reflection_assignment_P7,Level 1,3,3,"When the goal of data science was providing ecient results for future prediction we were now able to inculcate  certain practices such as transparency, accountability, ethical values, security and reproducibility. Furthermore, all  these factors were added on to the existing practices to enable human centred data science practice.  
"
reflection_assignment_P7,Level 1,3,3,"Initially, in a data science practice ethical considerations are usually ignored from a students perspective. e main  focus is always on deriving the desired results for the formulated question. erefore, bias, fairness and other metrics go  unnoticed. However, aer completion of Human-centred Data Science a wide range of aspects were closely considered  while approaching the problem. Anonymization and decoupling practices which are responsible for enforcing privacy  were included while working on the problem.  
"
reflection_assignment_P7,Level 1,3,3,"Adapting to post-hoc interpretability to mitigate the issues on transparency. Heuristic evaluations were also  undertaken to validate the model for beer results.  
"
reflection_assignment_P7,Level 1,3,3,"Multi-label classication problems were one-hot encoded for  exhibiting ethics and sustaining principles within the reach. Following certain legal documentation routines were also  thoroughly looked into once aer completion of the project.  
"
reflection_assignment_P7,Level 1,3,3,"Importance of reproducibility was a human-centered  oriented concept which was used in the projects to gather and improve the quality of work by gaining insights from  public opinions.  
"
reflection_assignment_P7,Level 1,3,3,"Fairness in practice is the most under-rated practice which all of us fail to follow. Once it is achieved it can improve  traceability, helps in auditability and withholds compliance with legal frameworks.  
"
reflection_assignment_P7,Level 1,3,3,"Previous practice lacked signicant balance between inclusion of principles and provision of stable results for the  provided dataset. However, when certain measures were brought into consideration the trade-o between the output  and legal considerations were acceptable. So, the current data science practice emphasised more on scaling up qualitative  analysis and pointing out on commonalities thereby strictly abiding my certain ethnographies.  
"
reflection_assignment_P7,Level 3,3,3,"Although following rules are considered to be morals, adapting them is not easy as it seems. ere is always malpractice  while we tend to adapt towards a certain change.  Any rules can be modied or manipulated as per the needs of the individual or for personal reasons. A combined  strategy to adapt to certain rules which are ready to be abided by a large mass of people is a dicult plan to execute. It  will only result in mere chaos among people.  Any ethical principle which when given an option to revise itself denotes that it is not a stable one. Instead of  dumping or shrinking the ethical principles it is always beer to cope with the existing ones.  is process of mixing and matching mal practice creates the question as to how to actually follow these legislative  rules in an AI practice environment."
reflection_assignment_P7,Level 3,4,4,"Rather than working more on problem oriented problems the desire to work more towards problem complied principle  oriented ways is how the change in practice can be enforced. While checking for the eciency of the model we fail to  check for its safety, privacy and other important factors where humans role are put at stake. e technology resulting  tragic accidents are not simply errors but ignorance on certain factors such as discrimination and complete avoidance  of transparency to hide the truth behind the working of the model. 
Only when an accident or mistake occurs do we realize about the failure of the model. If only the transparency was  prevailed the entire correction could have been implemented a lot earlier than the expected failure provideding an  ecient AI model instead of a failure one.  A self planted mistake yet manipulated in the eyes of the audience is how these non-sustainable products reach  the market and put lives at risk. Inclusion of highly important ethical ground rules and ignoring the minor rules does  not justify the hidden aws pertaining within the model. Discrimation by race or gender no maer how trivial the  condition is, having this fairly judged is how a model needs to be performed.  
"
reflection_assignment_P7,Level 3,4,4,"Data science practice was seen as an act of serving future predictions for providing beer results for the formulated  question. But when we need to provide a beer ecient model, any sort of manipulation can be done completely hidden  to the eyes of the audience. But when the question of why indulge in such practice evolves it becomes harder to answer."
reflection_assignment_P7,Level 4,4,4,Social nuances have shown how important it is to have a fairly judged trial amidst the discriminated society. Every  ignored minor judgemental action in the society may create a serious impact on the lives of certain individuals or even  a certain community of people. Technology is no exception to this. Ignorance of these from a technical point of view  may complicate things more and more. A biased predictable machine is never appreciated by any individual. Everyone  needs a more reliable AI environment where no discriminations are prevailed.
reflection_assignment_P7,Level 3,4,4,"As a data scientist we have an option to eradicate biases by following certain practices such as accountability,  decoupling, post-hoc inter predictability and other heuristic evaluations. Documenting these projects can help in the  beerment of the next investigator who wishes to follow the same. Practising ethnographical principles may provide a  more rm stance to your accomplished work.  
"
reflection_assignment_P7,Level 3,4,4,"ough these practices may make you think that it is not going to make a dierence in the overall work we must  understand that it is always these small details which always make the biggest dierence. Aer completely accepting and  using these practices we can ensure that the consequence of these choices will benet the society. Legal considerations  will always be satised. Disruption of privacy can be avoided and encryption of data will always prevail.  
"
reflection_assignment_P7,Level 3,4,4,"Human-centered data science approach taught us about the considerations of ethical principles and inculcating them  in a data science environment. However currently all companies have ensured and have taken legal oaths while  implementing a data science practice. erefore, this basic human-centered approach has defaultly been followed in an  industrial practice. Although, as a student I have learnt to include these considerations in my further practices, the  importance of them would eventually get a hold of me when I start using them in higher environments."
reflection_assignment_P7,Level 3,4,5,"is assignment  although aimed at providing reective opinions on the subject it only emphasised more on previously existing practices  with extra principle components. Clubbing all the gained knowledge was time consuming. Although this seems like an easy task when we try to provide an analytical approach to this more understanding on the subject as well as inclusion  of our previous knowledge on the subject may make things more dicult. I had to make several corrections before  geing a hold on the ow of the topics. However, by the end this reective report made me realise the importance of  human-centered approach in an industrial practice."
reflection_assignment_P8,Level 2 (a),1,1,"Before attending this course, I used to see Data Science as a set of basic principles that support the extraction of  information and knowledge from data by combining multiple disciplines such as statistics, mathematics, computer  science, and information science. Then applying this knowledge and insights from that data to solve problems in  different application areas. Similarly, when it comes to the role of a data scientist, I had this mainstream apprehension  in my mind that their duties include developing strategies for analyzing data, preparing data for analysis, exploring and 
visualizing data, building models with data using programming languages, such as Python and R, and deploying models  into applications. Being in this field for over a year now, I would also not resist to mention the key challenges a data  scientist faces at every step of their working progress that are most common amongst us and are basic pain-points  that could be highlighted  
"
reflection_assignment_P8,Level 1,1,2," As a student of MSc. Data Science I have worked on several projects so far and even as  a working student in the same field I have come across multiple matters that are common and fundamental in this  discipline. To begin with, finding the relative data and to consolidate the information in a single place making sure, at  the same time, that the available tremendous amount is of our use and could be used to derive the key insights we are  looking for, and that it could be accommodated in relatively cheap storage. Secondly, security and compliance issues  make it difficult for data scientists to access datasets. Confidential data is becoming vulnerable to cyberattacks due to  transitioning into cyber cloud management, as a result, data scientists are struggling to get consent to use the data,  which drastically slows down our work. Once these problems get sorted, then comes the understanding of datasets. 
Author’s address: XXX 
As the data in these sets are in raw format, for examples, column names are very unusual, there are a lot of missing  values, there is no ownership over datasets within organizations, and finding the person that knows the meaning of the  column name is like trying to find a needle in a haystack. Datasets available for the projects in master’s degree over  Kaggle and GitHub are nothing closer to real-life data used at workplace. Rather than building a meaningful model,  directly out of dataset, we have to first spend most of our time pre-processing the data to keep it consistent before  analysing it. This tedious task involves cleaning up the data, removing outliers, encoding variables, and more. Data  preprocessing is often considered the worst part of a data scientist’s job, but it is important as the model is based on  this high-quality data only. Otherwise, the machine learning model will learn the wrong pattern, eventually leading to  the wrong prediction. Finally, after going through all these stages a data scientist reaches one of his biggest challenges,  which is to communicate the results to senior management. Managers and other stakeholders are unaware of the tools  and the works behind the model. They must make decisions based on the explanations provided by the data scientists.  If we cannot explain how the model affects the performance of their organization, our solution is then unlikely to be  implemented.  
"
reflection_assignment_P8,Level 3,2,2,"So far, before starting this course, I was defining and pursuing data science as mentioned above because  of my project-based approach, ignorant to think critically and use data in an ethically responsible manner just to deliver  what I was expected to is mainly because of lack of awareness amongst data scientist and other stake holders, not to  forget the distracting strict deadlines to be met resulting in not so optimal solutions.  
"
reflection_assignment_P8,Level 2 (a),2,2,"The course taught us how data scientists’ choices are involved at every stage of the data science workflow and show  how a human-centered approach can enhance each one, by making the process more transparent, asking questions,  and considering the social context of the data. How the tools from social science might be incorporated into data  science practices. It gave us the confidence that data science practitioners can build rigorous and ethical algorithms  and design projects that use cutting-edge computational tools and address social concerns. It has also introduced  best practices for addressing the bias and inequality that may result from the automated collection, analysis, and  distribution of very large datasets. Offered a brief and accessible overview of many common statistical and algorithmic  data science techniques, explained human-centered approaches to data science problems, and presented guidelines  and real-world case studies to help readers apply these methods. Human-Centered Data Science attempts, through a  combination of qualitative and quantitative metrics, to honor the compelling and inspiring stories of individuals in the  sea of aggregated data. The interdisciplinary field attempts to incorporate and contextualize the often-invisible but very  real people creating data points, as it attempts to give every datum a voice to tell its own story. A part of this process is  to acknowledge some sense of uncertainty, and subjective interpretations of meaning and context. The process also  considers the ethics, potential biases and harms that can occur from the process of aggregating and operating on large  sets of human-generated data. Such considerations are important and essential to the research process. It helps to  uncover social nuances or consider ethics and values in data usage to perform more meaningful data analyses to create  user-centric products that are thoughtful and intentional.  
"
reflection_assignment_P8,Level 3,2,3,"The major impact this course has brought on me is the shift  of my working approach from ‘move fast and break things’ to ‘slow down and be critical about these things, meaning  that data driven models can be built thoughtfully while recognizing various risks and potential issues down the line  in parallel, and brain storming for solutions to deal with them. As everything can be dealt qualitatively. Not only at  personal level has human-centered data science brought benefits, but it has played vital role towards the betterment  of society too by enabling data scientists to create products and services that resonate and are tailored to audience’s needs. With the goal to keep users’ wants, pain points, and preferences front of mind during every phase of the process.  In turn, they build more intuitive, accessible products that are likely to turn a higher profit because customers have  already vetted the solution and feel more invested in using it.   
"
reflection_assignment_P8,Level 3,3,3,"Previously, I considered data science focuses only on computational and statistical models to derive solutions or  develop products, but this new learning has managed to teach us how to integrate a human centered and societal  focus throughout the same process. It has provided us not only with the skills and knowledge to deal with complex,  large-scale data sets but I have also also gained knowledge in user-centred visualization, ethics and policies, and I  feel capable to assess social implications of any solution to an extent. My decision-making skillset has been greatly  influenced by this course, it has been shifted from model-based approach to deliver the end user what is best for them.  
"
reflection_assignment_P8,Level 3,3,3,"Biases are systematic errors in thinking, usually inherited by cultural and personal experiences, that lead to distortions  of perceptions when making decisions. And these effects only grow when people are used to training machine learning  models. The models inherit the bias of the people building them, and produce unexpected and harmful outcomes.  Therefore, fairness in data analysis is used to eliminate bias and programs should be designed in a way that respects the  rule of law, human rights, democratic values and diversity, and should include appropriate safeguards to ensure a fair  and just society.  
"
reflection_assignment_P8,Level 3,3,3,"Moving onwards, I am planning to adapt an approach towards model building that would ensure collaborative teamwork  and human-centric design. It will have to include careful design of user studies, the development of a prototype, and  the collaboration with domain experts. By making sure that the collected data about users in the field has employed  user-centered design process (interviews, surveys, etc.). I will try to interpret and consolidate the data in a structured  way, identify user needs, use the data to create and prototype product, and iteratively test and refine those concepts with  users. This will allow to better discover and articulate unbiased and fair user needs when they interact with machine  learning outputs. Human-Centered Data Science considers the ethics, potential biases and harms that can occur from  the process of aggregating and operating on large sets of human-generated data. Such considerations are important  and essential to the research process, with the view of adequately respecting the humans, thus, we all should consider  incorporating such methods into our practice.  
"
reflection_assignment_P8,Level 2 (b),3,3,"I have attended and participated in this course very actively and have enjoyed all the assignments throughout the  semester. The approach towards the teamwork in this course was very engaging and have allowed every individual to  learn the core purpose.  
"
reflection_assignment_P8,Level 2 (b),3,3,"I have enjoyed doing this assignment as it will reflect my perspective on this course and might  speak for how I got truly indulged with the course content. It took me almost a week to complete this assignment as  there was a lot to summarize what I had gained throughout the semester, plus this Latex tool was also new to me.  
"
reflection_assignment_P9,Level 1,1,1,"As a Data Scientist, the main task is to create a model based on the data. The usual practice is  to take the data, preprocess the data, perform feature engineering and create the model, and at  last evaluate the model based on the certain metric on unseen data. This all happens in an  interactive Jupyter notebook to get an insight into the data and model performance.  
"
reflection_assignment_P9,Level 1,1,1,"Workspace range from company projects to self-employed projects. If I’m working for a  company then definitely the work environment is regulated by company rules and regulations. I  have to adhere to their compliance policy. Projects range from client to client basic and it's a  real-time practical implementation that is dealt with by the customers or users daily. Like  developing a chatbot for bank employees so they can directly query the bank database using  Natural Language instead of writing the SQL query. Or creating a Machine Learning Model to  identify the fraud customers who will be not able to pay the debt back to the bank.  
"
reflection_assignment_P9,Level 2 (b),1,1,"Data is a real  problem when it comes to building an ML model in real-time situations. Data Security and the  unavailability of authentic data are the biggest obstacles in the path of building a model. The  company provides their license software or cloud platforms like AWS or GCP to write the code  and train the model, so in this way, they maintain the security and ownership of the project.  
"
reflection_assignment_P9,Level 1,1,1,"When I am working on a self-employed project or participating in Hackathon, there is no certain  measure is taken. The main objective is to make the Model train and get the desired metric  better. Mostly the data is acquired from an open source domain, so data will be preprocessed  up to a certain extent, so just writing the algorithm and some level of postprocessing is required.  From the tool perspective, Jupyter Lab is used as an interactive workspace.  
"
